adulteration_id,product_name,brand,category,adulterant,detection_date,detection_method,severity,health_risk,action_taken
263,Bread,BrandB,Bakery,Coloring agents,2024-04-26,Sensory Evaluation,Moderate,Low,Fine Imposed
264,Bread,BrandB,Bakery,Coloring agents,2024-03-17,Microbiological Analysis,Moderate,High,Product Recall
265,Honey,BrandC,Condiments,Coloring agents,2024-06-28,Sensory Evaluation,Severe,High,Investigation Launched
266,Honey,BrandA,Condiments,Melamine,2024-04-28,Spectroscopy,Moderate,High,Product Recall
267,Chicken,BrandE,Meat,Melamine,2024-05-23,Chemical Analysis,Minor,High,Warning Issued
268,Honey,BrandE,Condiments,Artificial sweeteners,2024-04-29,Microbiological Analysis,Severe,Medium,Investigation Launched
269,Juice,BrandC,Beverages,Artificial sweeteners,2024-01-21,Microbiological Analysis,Severe,High,Warning Issued
270,Bread,BrandE,Bakery,Water,2024-01-16,Sensory Evaluation,Moderate,Low,Investigation Launched
271,Chicken,BrandE,Meat,Chalk,2024-05-20,Spectroscopy,Severe,Low,Fine Imposed
272,Chicken,BrandD,Meat,Coloring agents,2024-06-25,Spectroscopy,Severe,Medium,Warning Issued
273,Wine,BrandB,Beverages,Water,2024-01-01,Microbiological Analysis,Severe,Medium,Product Recall
274,Yogurt,BrandE,Dairy,Chalk,2024-06-17,Sensory Evaluation,Moderate,Low,Warning Issued
275,Juice,BrandC,Beverages,Coloring agents,2024-06-14,Sensory Evaluation,Minor,Low,Product Recall
276,Cheese,BrandD,Dairy,Melamine,2024-05-08,Chemical Analysis,Moderate,High,Fine Imposed
277,Honey,BrandD,Condiments,Chalk,2024-04-19,Spectroscopy,Minor,High,Product Recall
278,Honey,BrandE,Condiments,Coloring agents,2024-02-22,Microbiological Analysis,Minor,High,Fine Imposed
279,Chicken,BrandB,Meat,Water,2024-03-02,Spectroscopy,Minor,Low,Investigation Launched
280,Butter,BrandB,Dairy,Coloring agents,2024-01-22,Chemical Analysis,Severe,High,Fine Imposed
281,Beef,BrandE,Meat,Artificial sweeteners,2024-04-19,Spectroscopy,Minor,High,Product Recall
282,Cheese,BrandE,Dairy,Water,2024-04-02,Sensory Evaluation,Severe,High,Product Recall
283,Yogurt,BrandE,Dairy,Water,2024-01-15,Microbiological Analysis,Moderate,Low,Product Recall
284,Butter,BrandC,Dairy,Chalk,2024-05-30,Chemical Analysis,Minor,Medium,Warning Issued
285,Cheese,BrandD,Dairy,Melamine,2024-05-05,Chemical Analysis,Severe,Low,Investigation Launched
286,Chicken,BrandE,Meat,Artificial sweeteners,2024-03-10,Microbiological Analysis,Minor,Low,Warning Issued
287,Milk,BrandD,Dairy,Artificial sweeteners,2024-01-17,Spectroscopy,Severe,High,Investigation Launched
288,Honey,BrandD,Condiments,Chalk,2024-05-08,Microbiological Analysis,Moderate,Medium,Investigation Launched
289,Milk,BrandC,Dairy,Water,2024-05-31,Microbiological Analysis,Moderate,Low,Investigation Launched
290,Bread,BrandE,Bakery,Coloring agents,2024-01-12,Microbiological Analysis,Moderate,Medium,Product Recall
291,Yogurt,BrandE,Dairy,Coloring agents,2024-03-01,Spectroscopy,Moderate,Low,Fine Imposed
292,Beef,BrandD,Meat,Coloring agents,2024-02-12,Sensory Evaluation,Severe,High,Investigation Launched
293,Honey,BrandE,Condiments,Water,2024-03-29,Chemical Analysis,Severe,High,Fine Imposed
294,Yogurt,BrandD,Dairy,Chalk,2024-06-14,Spectroscopy,Severe,Medium,Warning Issued
295,Beef,BrandC,Meat,Artificial sweeteners,2024-02-10,Microbiological Analysis,Minor,High,Product Recall
296,Cheese,BrandD,Dairy,Coloring agents,2024-01-23,Microbiological Analysis,Moderate,Low,Warning Issued
297,Yogurt,BrandA,Dairy,Melamine,2024-04-20,Spectroscopy,Minor,High,Product Recall
298,Beef,BrandE,Meat,Melamine,2024-02-17,Chemical Analysis,Severe,High,Investigation Launched
299,Yogurt,BrandE,Dairy,Melamine,2024-05-22,Microbiological Analysis,Minor,Medium,Product Recall
300,Chicken,BrandD,Meat,Coloring agents,2024-06-19,Spectroscopy,Moderate,High,Warning Issued
301,Milk,BrandB,Dairy,Artificial sweeteners,2024-01-25,Sensory Evaluation,Severe,Low,Product Recall
302,Honey,BrandB,Condiments,Artificial sweeteners,2024-04-06,Microbiological Analysis,Minor,Medium,Investigation Launched
303,Milk,BrandB,Dairy,Melamine,2024-04-12,Spectroscopy,Severe,Medium,Investigation Launched
304,Juice,BrandC,Beverages,Artificial sweeteners,2024-02-13,Microbiological Analysis,Moderate,Medium,Fine Imposed
305,Bread,BrandE,Bakery,Chalk,2024-06-15,Chemical Analysis,Minor,Low,Fine Imposed
306,Cheese,BrandD,Dairy,Chalk,2024-02-01,Spectroscopy,Moderate,High,Fine Imposed
307,Chicken,BrandB,Meat,Water,2024-02-07,Spectroscopy,Minor,Medium,Warning Issued
308,Chicken,BrandA,Meat,Chalk,2024-05-12,Chemical Analysis,Severe,Medium,Product Recall
309,Butter,BrandA,Dairy,Chalk,2024-02-10,Sensory Evaluation,Minor,High,Investigation Launched
310,Wine,BrandC,Beverages,Coloring agents,2024-06-20,Chemical Analysis,Moderate,Medium,Warning Issued
311,Milk,BrandB,Dairy,Melamine,2024-02-11,Chemical Analysis,Severe,High,Warning Issued
312,Bread,BrandD,Bakery,Chalk,2024-04-20,Sensory Evaluation,Moderate,Medium,Investigation Launched
313,Honey,BrandA,Condiments,Chalk,2024-02-26,Sensory Evaluation,Severe,Medium,Warning Issued
314,Yogurt,BrandD,Dairy,Melamine,2024-03-30,Spectroscopy,Minor,Medium,Warning Issued
315,Butter,BrandC,Dairy,Chalk,2024-05-14,Chemical Analysis,Minor,Medium,Fine Imposed
316,Beef,BrandC,Meat,Chalk,2024-05-16,Sensory Evaluation,Severe,High,Warning Issued
317,Bread,BrandA,Bakery,Artificial sweeteners,2024-01-20,Microbiological Analysis,Severe,Medium,Investigation Launched
318,Milk,BrandC,Dairy,Chalk,2024-05-18,Spectroscopy,Moderate,High,Warning Issued
319,Honey,BrandA,Condiments,Water,2024-03-03,Microbiological Analysis,Moderate,Low,Warning Issued
320,Milk,BrandA,Dairy,Chalk,2024-05-25,Sensory Evaluation,Minor,High,Investigation Launched
321,Juice,BrandC,Beverages,Artificial sweeteners,2024-03-31,Spectroscopy,Minor,Low,Warning Issued
322,Honey,BrandD,Condiments,Water,2024-04-10,Sensory Evaluation,Minor,Low,Product Recall
323,Juice,BrandB,Beverages,Melamine,2024-06-29,Spectroscopy,Minor,High,Warning Issued
324,Yogurt,BrandC,Dairy,Artificial sweeteners,2024-04-27,Sensory Evaluation,Severe,Low,Fine Imposed
325,Milk,BrandA,Dairy,Chalk,2024-01-22,Microbiological Analysis,Minor,Low,Warning Issued
326,Beef,BrandE,Meat,Water,2024-05-13,Spectroscopy,Moderate,Low,Fine Imposed
327,Cheese,BrandC,Dairy,Water,2024-03-31,Microbiological Analysis,Minor,High,Product Recall
328,Yogurt,BrandE,Dairy,Chalk,2024-01-02,Spectroscopy,Moderate,Low,Warning Issued
329,Juice,BrandA,Beverages,Melamine,2024-05-13,Spectroscopy,Moderate,Low,Investigation Launched
330,Wine,BrandE,Beverages,Water,2024-04-19,Sensory Evaluation,Severe,High,Investigation Launched
331,Beef,BrandB,Meat,Melamine,2024-01-02,Chemical Analysis,Severe,Low,Investigation Launched
332,Butter,BrandB,Dairy,Melamine,2024-06-18,Microbiological Analysis,Severe,High,Investigation Launched
333,Bread,BrandA,Bakery,Melamine,2024-05-26,Chemical Analysis,Severe,Low,Fine Imposed
334,Beef,BrandD,Meat,Coloring agents,2024-02-26,Sensory Evaluation,Severe,Low,Fine Imposed
335,Honey,BrandB,Condiments,Chalk,2024-03-19,Spectroscopy,Severe,High,Investigation Launched
336,Chicken,BrandC,Meat,Coloring agents,2024-06-20,Sensory Evaluation,Minor,Medium,Warning Issued
337,Butter,BrandC,Dairy,Coloring agents,2024-04-10,Chemical Analysis,Severe,High,Product Recall
338,Honey,BrandD,Condiments,Coloring agents,2024-05-11,Spectroscopy,Severe,High,Warning Issued
339,Chicken,BrandC,Meat,Chalk,2024-02-23,Sensory Evaluation,Severe,High,Fine Imposed
340,Milk,BrandC,Dairy,Melamine,2024-01-17,Sensory Evaluation,Minor,Medium,Investigation Launched
341,Honey,BrandD,Condiments,Artificial sweeteners,2024-03-31,Microbiological Analysis,Severe,Low,Fine Imposed
342,Beef,BrandA,Meat,Melamine,2024-02-29,Spectroscopy,Minor,Medium,Warning Issued
343,Cheese,BrandC,Dairy,Water,2024-04-28,Chemical Analysis,Minor,Medium,Investigation Launched
344,Honey,BrandC,Condiments,Coloring agents,2024-06-07,Chemical Analysis,Severe,Medium,Warning Issued
345,Chicken,BrandC,Meat,Chalk,2024-03-17,Spectroscopy,Minor,High,Fine Imposed
346,Juice,BrandE,Beverages,Artificial sweeteners,2024-02-26,Microbiological Analysis,Minor,Medium,Warning Issued
347,Juice,BrandD,Beverages,Chalk,2024-02-19,Spectroscopy,Moderate,Low,Warning Issued
348,Juice,BrandB,Beverages,Artificial sweeteners,2024-06-01,Chemical Analysis,Severe,Medium,Product Recall
349,Milk,BrandD,Dairy,Coloring agents,2024-03-05,Microbiological Analysis,Moderate,Medium,Product Recall
350,Beef,BrandD,Meat,Melamine,2024-04-11,Microbiological Analysis,Severe,Medium,Investigation Launched
351,Bread,BrandD,Bakery,Coloring agents,2024-04-22,Sensory Evaluation,Severe,High,Product Recall
352,Bread,BrandE,Bakery,Water,2024-06-19,Spectroscopy,Moderate,Low,Investigation Launched
353,Butter,BrandC,Dairy,Chalk,2024-02-21,Sensory Evaluation,Moderate,Low,Investigation Launched
354,Yogurt,BrandB,Dairy,Water,2024-01-28,Sensory Evaluation,Moderate,High,Investigation Launched
355,Chicken,BrandE,Meat,Water,2024-05-07,Sensory Evaluation,Minor,High,Warning Issued
356,Juice,BrandE,Beverages,Chalk,2024-05-12,Chemical Analysis,Severe,High,Fine Imposed
357,Milk,BrandA,Dairy,Coloring agents,2024-05-28,Chemical Analysis,Moderate,Medium,Investigation Launched
358,Yogurt,BrandB,Dairy,Chalk,2024-01-18,Spectroscopy,Minor,Medium,Fine Imposed
359,Butter,BrandD,Dairy,Coloring agents,2024-01-27,Microbiological Analysis,Minor,Low,Investigation Launched
360,Honey,BrandE,Condiments,Chalk,2024-06-03,Chemical Analysis,Severe,High,Warning Issued
361,Yogurt,BrandA,Dairy,Coloring agents,2024-05-11,Microbiological Analysis,Severe,Low,Product Recall
362,Beef,BrandA,Meat,Melamine,2024-06-30,Microbiological Analysis,Severe,Low,Fine Imposed
363,Milk,BrandA,Dairy,Water,2024-05-07,Chemical Analysis,Severe,Medium,Warning Issued
364,Juice,BrandA,Beverages,Coloring agents,2024-01-19,Sensory Evaluation,Minor,Medium,Investigation Launched
365,Chicken,BrandA,Meat,Coloring agents,2024-05-08,Microbiological Analysis,Moderate,Low,Fine Imposed
366,Honey,BrandB,Condiments,Artificial sweeteners,2024-06-14,Sensory Evaluation,Minor,High,Warning Issued
367,Bread,BrandC,Bakery,Artificial sweeteners,2024-02-03,Sensory Evaluation,Severe,Medium,Investigation Launched
368,Beef,BrandD,Meat,Chalk,2024-04-12,Spectroscopy,Minor,Low,Investigation Launched
369,Milk,BrandC,Dairy,Melamine,2024-02-25,Spectroscopy,Severe,High,Investigation Launched
370,Milk,BrandE,Dairy,Coloring agents,2024-02-18,Chemical Analysis,Moderate,High,Warning Issued
371,Wine,BrandD,Beverages,Water,2024-02-06,Spectroscopy,Severe,Medium,Product Recall
372,Bread,BrandC,Bakery,Melamine,2024-06-21,Spectroscopy,Minor,Medium,Product Recall
373,Chicken,BrandA,Meat,Coloring agents,2024-03-15,Microbiological Analysis,Severe,Low,Fine Imposed
374,Milk,BrandB,Dairy,Coloring agents,2024-03-18,Sensory Evaluation,Severe,Low,Fine Imposed
375,Milk,BrandD,Dairy,Water,2024-02-16,Chemical Analysis,Severe,Low,Fine Imposed
376,Cheese,BrandC,Dairy,Coloring agents,2024-02-19,Sensory Evaluation,Minor,High,Warning Issued
377,Honey,BrandA,Condiments,Melamine,2024-01-11,Chemical Analysis,Minor,Low,Product Recall
378,Chicken,BrandA,Meat,Chalk,2024-03-01,Sensory Evaluation,Severe,Low,Warning Issued
379,Cheese,BrandB,Dairy,Artificial sweeteners,2024-05-29,Chemical Analysis,Severe,Medium,Product Recall
380,Juice,BrandE,Beverages,Coloring agents,2024-05-19,Spectroscopy,Severe,High,Product Recall
381,Yogurt,BrandC,Dairy,Water,2024-05-21,Sensory Evaluation,Severe,Low,Product Recall
382,Chicken,BrandA,Meat,Coloring agents,2024-01-08,Chemical Analysis,Minor,Low,Investigation Launched
383,Wine,BrandB,Beverages,Water,2024-06-21,Sensory Evaluation,Severe,Low,Investigation Launched
384,Wine,BrandC,Beverages,Melamine,2024-02-20,Chemical Analysis,Minor,Low,Fine Imposed
385,Beef,BrandC,Meat,Coloring agents,2024-04-13,Sensory Evaluation,Moderate,Low,Fine Imposed
386,Yogurt,BrandE,Dairy,Coloring agents,2024-01-31,Sensory Evaluation,Severe,Low,Warning Issued
387,Milk,BrandE,Dairy,Coloring agents,2024-01-20,Sensory Evaluation,Minor,Medium,Warning Issued
388,Wine,BrandC,Beverages,Coloring agents,2024-06-07,Spectroscopy,Minor,Low,Investigation Launched
389,Beef,BrandE,Meat,Chalk,2024-06-18,Chemical Analysis,Minor,Medium,Investigation Launched
390,Bread,BrandA,Bakery,Water,2024-05-20,Spectroscopy,Severe,Low,Warning Issued
391,Honey,BrandB,Condiments,Melamine,2024-06-19,Sensory Evaluation,Severe,Low,Fine Imposed
392,Bread,BrandA,Bakery,Water,2024-01-28,Chemical Analysis,Minor,Low,Warning Issued
393,Juice,BrandD,Beverages,Water,2024-05-23,Chemical Analysis,Minor,Medium,Investigation Launched
394,Juice,BrandE,Beverages,Artificial sweeteners,2024-05-25,Spectroscopy,Moderate,Low,Investigation Launched
395,Juice,BrandE,Beverages,Coloring agents,2024-04-23,Spectroscopy,Minor,Medium,Warning Issued
396,Butter,BrandB,Dairy,Melamine,2024-06-06,Chemical Analysis,Minor,High,Warning Issued
397,Bread,BrandE,Bakery,Artificial sweeteners,2024-02-17,Chemical Analysis,Moderate,Medium,Warning Issued
398,Yogurt,BrandB,Dairy,Coloring agents,2024-06-28,Sensory Evaluation,Minor,Low,Fine Imposed
399,Bread,BrandC,Bakery,Water,2024-03-21,Chemical Analysis,Moderate,Medium,Investigation Launched
400,Wine,BrandE,Beverages,Melamine,2024-03-18,Spectroscopy,Minor,Low,Product Recall
401,Chicken,BrandA,Meat,Chalk,2024-05-02,Chemical Analysis,Minor,Medium,Investigation Launched
402,Honey,BrandB,Condiments,Coloring agents,2024-03-11,Microbiological Analysis,Moderate,Medium,Product Recall
403,Juice,BrandD,Beverages,Water,2024-05-16,Sensory Evaluation,Severe,Low,Investigation Launched
404,Honey,BrandC,Condiments,Chalk,2024-01-30,Chemical Analysis,Minor,Low,Investigation Launched
405,Chicken,BrandB,Meat,Artificial sweeteners,2024-02-02,Microbiological Analysis,Minor,High,Fine Imposed
406,Butter,BrandB,Dairy,Chalk,2024-05-06,Microbiological Analysis,Minor,Medium,Warning Issued
407,Wine,BrandC,Beverages,Artificial sweeteners,2024-03-09,Sensory Evaluation,Minor,Medium,Fine Imposed
408,Beef,BrandA,Meat,Artificial sweeteners,2024-03-31,Sensory Evaluation,Minor,Medium,Fine Imposed
409,Honey,BrandD,Condiments,Chalk,2024-05-19,Spectroscopy,Severe,Low,Fine Imposed
410,Butter,BrandA,Dairy,Chalk,2024-01-10,Chemical Analysis,Severe,High,Product Recall
411,Yogurt,BrandA,Dairy,Chalk,2024-02-24,Spectroscopy,Moderate,High,Product Recall
412,Honey,BrandA,Condiments,Chalk,2024-04-06,Chemical Analysis,Minor,Low,Warning Issued
413,Wine,BrandE,Beverages,Chalk,2024-03-09,Microbiological Analysis,Minor,Medium,Warning Issued
414,Beef,BrandD,Meat,Chalk,2024-05-23,Spectroscopy,Minor,Low,Investigation Launched
415,Butter,BrandB,Dairy,Chalk,2024-02-18,Chemical Analysis,Minor,Low,Warning Issued
416,Milk,BrandB,Dairy,Chalk,2024-02-10,Microbiological Analysis,Minor,High,Product Recall
417,Yogurt,BrandA,Dairy,Chalk,2024-02-14,Sensory Evaluation,Moderate,Low,Investigation Launched
418,Juice,BrandC,Beverages,Coloring agents,2024-02-18,Spectroscopy,Minor,Low,Warning Issued
419,Cheese,BrandD,Dairy,Chalk,2024-05-30,Chemical Analysis,Moderate,Low,Product Recall
420,Juice,BrandA,Beverages,Melamine,2024-03-07,Chemical Analysis,Minor,High,Warning Issued
421,Juice,BrandA,Beverages,Melamine,2024-02-15,Microbiological Analysis,Minor,Low,Investigation Launched
422,Beef,BrandB,Meat,Artificial sweeteners,2024-03-02,Chemical Analysis,Moderate,Low,Investigation Launched
423,Cheese,BrandB,Dairy,Water,2024-04-14,Spectroscopy,Severe,Medium,Warning Issued
424,Bread,BrandC,Bakery,Water,2024-05-11,Spectroscopy,Moderate,Low,Investigation Launched
425,Cheese,BrandE,Dairy,Melamine,2024-05-09,Microbiological Analysis,Severe,High,Investigation Launched
426,Chicken,BrandE,Meat,Artificial sweeteners,2024-04-10,Spectroscopy,Minor,Low,Fine Imposed
427,Butter,BrandC,Dairy,Melamine,2024-04-04,Chemical Analysis,Moderate,Low,Product Recall
428,Beef,BrandA,Meat,Artificial sweeteners,2024-04-30,Spectroscopy,Minor,Low,Product Recall
429,Chicken,BrandD,Meat,Coloring agents,2024-03-31,Sensory Evaluation,Severe,High,Fine Imposed
430,Juice,BrandD,Beverages,Chalk,2024-03-16,Chemical Analysis,Severe,Low,Product Recall
431,Chicken,BrandD,Meat,Water,2024-04-06,Spectroscopy,Severe,Medium,Investigation Launched
432,Yogurt,BrandB,Dairy,Water,2024-03-24,Microbiological Analysis,Severe,Low,Investigation Launched
433,Butter,BrandD,Dairy,Chalk,2024-05-19,Sensory Evaluation,Moderate,Low,Fine Imposed
434,Cheese,BrandD,Dairy,Artificial sweeteners,2024-02-29,Sensory Evaluation,Moderate,High,Product Recall
435,Yogurt,BrandE,Dairy,Coloring agents,2024-04-11,Sensory Evaluation,Moderate,High,Fine Imposed
436,Chicken,BrandD,Meat,Melamine,2024-05-17,Chemical Analysis,Minor,Low,Fine Imposed
437,Wine,BrandC,Beverages,Artificial sweeteners,2024-05-04,Spectroscopy,Moderate,Medium,Investigation Launched
438,Yogurt,BrandE,Dairy,Coloring agents,2024-04-16,Chemical Analysis,Minor,Low,Investigation Launched
439,Milk,BrandB,Dairy,Chalk,2024-05-30,Chemical Analysis,Moderate,Low,Product Recall
440,Bread,BrandE,Bakery,Melamine,2024-05-06,Spectroscopy,Minor,Medium,Fine Imposed
441,Milk,BrandA,Dairy,Water,2024-06-12,Chemical Analysis,Moderate,Low,Warning Issued
442,Wine,BrandB,Beverages,Coloring agents,2024-03-07,Sensory Evaluation,Severe,Low,Product Recall
443,Butter,BrandA,Dairy,Chalk,2024-04-17,Sensory Evaluation,Severe,Low,Fine Imposed
444,Yogurt,BrandA,Dairy,Chalk,2024-03-07,Chemical Analysis,Severe,High,Fine Imposed
445,Wine,BrandB,Beverages,Artificial sweeteners,2024-04-15,Chemical Analysis,Moderate,Low,Warning Issued
446,Wine,BrandA,Beverages,Water,2024-02-03,Microbiological Analysis,Minor,Medium,Investigation Launched
447,Yogurt,BrandA,Dairy,Artificial sweeteners,2024-05-31,Chemical Analysis,Minor,High,Product Recall
448,Milk,BrandA,Dairy,Coloring agents,2024-04-24,Chemical Analysis,Moderate,Medium,Fine Imposed
449,Chicken,BrandD,Meat,Melamine,2024-02-22,Microbiological Analysis,Moderate,Low,Investigation Launched
450,Yogurt,BrandE,Dairy,Artificial sweeteners,2024-04-02,Microbiological Analysis,Moderate,Low,Fine Imposed
451,Honey,BrandD,Condiments,Chalk,2024-05-12,Sensory Evaluation,Minor,Medium,Investigation Launched
452,Beef,BrandD,Meat,Artificial sweeteners,2024-05-23,Microbiological Analysis,Moderate,Low,Investigation Launched
453,Wine,BrandE,Beverages,Chalk,2024-01-20,Chemical Analysis,Minor,Low,Investigation Launched
454,Yogurt,BrandE,Dairy,Water,2024-04-14,Spectroscopy,Minor,Low,Fine Imposed
455,Cheese,BrandC,Dairy,Melamine,2024-02-26,Spectroscopy,Moderate,Low,Fine Imposed
456,Milk,BrandE,Dairy,Coloring agents,2024-02-16,Sensory Evaluation,Moderate,Low,Warning Issued
457,Milk,BrandD,Dairy,Chalk,2024-01-25,Sensory Evaluation,Minor,Low,Fine Imposed
458,Honey,BrandB,Condiments,Artificial sweeteners,2024-01-17,Sensory Evaluation,Minor,Low,Warning Issued
459,Butter,BrandE,Dairy,Coloring agents,2024-04-17,Sensory Evaluation,Severe,Low,Investigation Launched
460,Cheese,BrandB,Dairy,Chalk,2024-04-23,Microbiological Analysis,Minor,Medium,Fine Imposed
461,Cheese,BrandE,Dairy,Coloring agents,2024-04-25,Spectroscopy,Moderate,Medium,Fine Imposed
462,Wine,BrandD,Beverages,Coloring agents,2024-03-29,Chemical Analysis,Severe,High,Warning Issued
463,Cheese,BrandE,Dairy,Water,2024-04-15,Chemical Analysis,Minor,High,Investigation Launched
464,Butter,BrandE,Dairy,Artificial sweeteners,2024-06-30,Sensory Evaluation,Severe,High,Warning Issued
465,Juice,BrandE,Beverages,Coloring agents,2024-04-14,Spectroscopy,Minor,High,Warning Issued
466,Juice,BrandA,Beverages,Artificial sweeteners,2024-04-16,Sensory Evaluation,Moderate,Low,Fine Imposed
467,Juice,BrandE,Beverages,Chalk,2024-03-29,Microbiological Analysis,Severe,Medium,Product Recall
468,Wine,BrandE,Beverages,Melamine,2024-06-09,Chemical Analysis,Severe,Medium,Investigation Launched
469,Butter,BrandC,Dairy,Chalk,2024-03-25,Sensory Evaluation,Moderate,Low,Warning Issued
470,Juice,BrandC,Beverages,Chalk,2024-01-31,Sensory Evaluation,Minor,High,Warning Issued
471,Beef,BrandA,Meat,Chalk,2024-03-07,Chemical Analysis,Severe,Low,Product Recall
472,Yogurt,BrandC,Dairy,Coloring agents,2024-02-24,Microbiological Analysis,Minor,High,Fine Imposed
473,Milk,BrandE,Dairy,Melamine,2024-02-16,Sensory Evaluation,Severe,Low,Warning Issued
474,Bread,BrandE,Bakery,Coloring agents,2024-04-19,Chemical Analysis,Severe,Low,Fine Imposed
475,Bread,BrandE,Bakery,Artificial sweeteners,2024-04-19,Chemical Analysis,Moderate,High,Investigation Launched
476,Milk,BrandA,Dairy,Artificial sweeteners,2024-06-08,Microbiological Analysis,Moderate,High,Investigation Launched
477,Juice,BrandB,Beverages,Melamine,2024-04-16,Spectroscopy,Minor,Medium,Fine Imposed
478,Yogurt,BrandB,Dairy,Chalk,2024-05-27,Chemical Analysis,Minor,High,Investigation Launched
479,Yogurt,BrandD,Dairy,Coloring agents,2024-02-23,Chemical Analysis,Moderate,Medium,Product Recall
480,Juice,BrandC,Beverages,Water,2024-06-12,Sensory Evaluation,Moderate,Medium,Investigation Launched
481,Chicken,BrandB,Meat,Melamine,2024-06-12,Chemical Analysis,Moderate,Low,Warning Issued
482,Cheese,BrandC,Dairy,Coloring agents,2024-04-11,Chemical Analysis,Minor,Low,Warning Issued
483,Milk,BrandD,Dairy,Chalk,2024-06-03,Sensory Evaluation,Minor,Medium,Fine Imposed
484,Cheese,BrandD,Dairy,Chalk,2024-04-13,Sensory Evaluation,Moderate,Medium,Product Recall
485,Cheese,BrandD,Dairy,Water,2024-01-11,Spectroscopy,Moderate,Low,Product Recall
486,Milk,BrandB,Dairy,Artificial sweeteners,2024-03-31,Spectroscopy,Moderate,Medium,Warning Issued
487,Butter,BrandE,Dairy,Melamine,2024-03-30,Spectroscopy,Severe,High,Investigation Launched
488,Honey,BrandE,Condiments,Artificial sweeteners,2024-02-18,Spectroscopy,Minor,High,Fine Imposed
489,Yogurt,BrandC,Dairy,Artificial sweeteners,2024-01-22,Chemical Analysis,Severe,Medium,Fine Imposed
490,Bread,BrandA,Bakery,Artificial sweeteners,2024-01-01,Sensory Evaluation,Moderate,Low,Warning Issued
491,Yogurt,BrandD,Dairy,Water,2024-03-30,Spectroscopy,Severe,High,Investigation Launched
492,Butter,BrandD,Dairy,Water,2024-06-18,Chemical Analysis,Severe,Medium,Warning Issued
493,Butter,BrandA,Dairy,Water,2024-05-15,Microbiological Analysis,Minor,High,Warning Issued
494,Beef,BrandB,Meat,Artificial sweeteners,2024-02-03,Microbiological Analysis,Minor,Medium,Investigation Launched
495,Juice,BrandC,Beverages,Water,2024-02-01,Microbiological Analysis,Minor,Low,Fine Imposed
496,Milk,BrandB,Dairy,Chalk,2024-03-25,Microbiological Analysis,Severe,Low,Investigation Launched
497,Beef,BrandC,Meat,Artificial sweeteners,2024-01-10,Microbiological Analysis,Severe,High,Warning Issued
498,Juice,BrandB,Beverages,Artificial sweeteners,2024-01-18,Chemical Analysis,Severe,High,Investigation Launched
499,Juice,BrandE,Beverages,Water,2024-02-14,Spectroscopy,Severe,Low,Product Recall
500,Cheese,BrandC,Dairy,Water,2024-05-04,Sensory Evaluation,Moderate,High,Warning Issued
501,Yogurt,BrandC,Dairy,Coloring agents,2024-01-26,Spectroscopy,Moderate,High,Warning Issued
502,Beef,BrandA,Meat,Melamine,2024-06-30,Spectroscopy,Severe,High,Investigation Launched
503,Juice,BrandB,Beverages,Coloring agents,2024-05-28,Sensory Evaluation,Severe,High,Product Recall
504,Chicken,BrandE,Meat,Melamine,2024-04-28,Chemical Analysis,Severe,Low,Product Recall
505,Chicken,BrandE,Meat,Water,2024-03-27,Chemical Analysis,Moderate,Low,Fine Imposed
506,Butter,BrandD,Dairy,Chalk,2024-02-27,Spectroscopy,Moderate,Medium,Product Recall
507,Bread,BrandE,Bakery,Melamine,2024-01-24,Spectroscopy,Minor,Medium,Warning Issued
508,Wine,BrandD,Beverages,Coloring agents,2024-05-10,Spectroscopy,Moderate,Low,Warning Issued
509,Butter,BrandC,Dairy,Coloring agents,2024-01-07,Sensory Evaluation,Minor,High,Investigation Launched
510,Beef,BrandA,Meat,Coloring agents,2024-02-15,Spectroscopy,Minor,Low,Fine Imposed
511,Wine,BrandD,Beverages,Artificial sweeteners,2024-05-05,Microbiological Analysis,Moderate,High,Investigation Launched
512,Juice,BrandD,Beverages,Melamine,2024-02-22,Spectroscopy,Minor,High,Fine Imposed
513,Bread,BrandE,Bakery,Melamine,2024-04-25,Sensory Evaluation,Minor,Medium,Product Recall
514,Honey,BrandA,Condiments,Water,2024-03-21,Chemical Analysis,Minor,Low,Warning Issued
515,Wine,BrandA,Beverages,Water,2024-02-05,Chemical Analysis,Minor,Medium,Fine Imposed
516,Wine,BrandA,Beverages,Coloring agents,2024-05-10,Spectroscopy,Moderate,Low,Investigation Launched
517,Juice,BrandC,Beverages,Coloring agents,2024-05-01,Sensory Evaluation,Severe,Low,Fine Imposed
518,Yogurt,BrandC,Dairy,Coloring agents,2024-01-15,Spectroscopy,Moderate,High,Fine Imposed
519,Bread,BrandE,Bakery,Melamine,2024-05-24,Spectroscopy,Minor,High,Investigation Launched
520,Chicken,BrandD,Meat,Melamine,2024-06-23,Microbiological Analysis,Moderate,High,Investigation Launched
521,Milk,BrandC,Dairy,Coloring agents,2024-05-11,Spectroscopy,Severe,Low,Fine Imposed
522,Yogurt,BrandB,Dairy,Chalk,2024-05-26,Sensory Evaluation,Minor,High,Investigation Launched
523,Bread,BrandB,Bakery,Coloring agents,2024-02-19,Sensory Evaluation,Minor,Medium,Product Recall
524,Honey,BrandC,Condiments,Melamine,2024-01-29,Microbiological Analysis,Minor,Medium,Fine Imposed
525,Wine,BrandD,Beverages,Water,2024-06-20,Chemical Analysis,Minor,Medium,Fine Imposed
